Номер;Описание изменения;Текущий статус изменения;Бизнес-решение;Дата регистрации ЗНИ;Плановая дата выхода из текущего статуса;Дата реализации на старте;Дата реализации с текущим статусом;Просрочка, дней
5500027607;ШУЗ) Доработка функционала изменения кла;Закрыт;OFERTA;05.02.2021;-;;;-
5500027608;ШУЗ) Доработка логики сохранения заказа;Закрыт;OFERTA;05.02.2021;-;;;-
5500027609;Доработка приложения по аналитической от;В ожидании акта от подрядчика;AO_KZU;05.02.2021;21.07.2021;28.08.2021;21.07.2021;-
5500027610;Создание RPA-робота;Отклонен;SARP;05.02.2021;-;;;-
5500027611;Аудит регламентных заданий в КСУ НСИ ПД;В разработке ЧТЗ;KSU_NSI;05.02.2021;25.02.2022;14.10.2021;03.11.2022;385
5500027612;Интеграция информации по оплатам из сист;В разработке ЧТЗ;OFERTA;05.02.2021;31.12.2021;21.07.2021;15.06.2022;329
5500027613;Работы SAP базис для бизнес решения КХД;Закрыт;SAP_BASIS;05.02.2021;-;;;-
5500027614;Автоматический пересчёт суточного ТР с д;В разработке ЧТЗ;SHAHMATKA;05.02.2021;15.01.2022;23.11.2021;02.11.2022;344
5500027615;ZINMM010;Закрыт;OFERTA;05.02.2021;-;;;-
5500027616;Добавление поля в ДМС-карточку для автом;В работе;SAPFIR;05.02.2021;01.06.2021;10.07.2021;03.11.2021;116
5500027617;Распределение запасов группы Ошибка по н;Отклонен;AO_MTO;05.02.2021;-;;;-
5500027618;Изменения в веб-сервисе в части поиска п;Закрыт;NSI_ESMUR;05.02.2021;-;;;-
5500027619;Настройка логирования процедуры отборов;В ожидании акта от подрядчика;SKDP;05.02.2021;02.11.2021;22.08.2021;02.11.2021;72
5500027621;Донастройка форм налоговых регистров КГН;Закрыт;NS_KGN;08.02.2021;-;;;-
5500027622;Управление запасами: загрузочный файл;Отклонен;OFERTA;08.02.2021;-;;;-
5500027623;Управление запасами – создание истории к;В разработке ЧТЗ;OFERTA;08.02.2021;24.12.2021;24.07.2021;08.06.2022;319
5500027624;Управление запасами – создание истории к;Отклонен;OFERTA;08.02.2021;-;;;-
5500027625;Информационная панель для WITSML-сервера;В ожидании акта от подрядчика;SMB;08.02.2021;31.03.2022;06.09.2021;31.03.2022;205
5500027626;Отчет по поступлениям и платежам;В ожидании акта от подрядчика;KHD_BEF;08.02.2021;16.03.2022;17.07.2021;16.03.2022;241
5500027627;605 НСИ: Доработка правил обмена с КСУ Н;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;22.03.2022;14.05.2021;22.03.2022;311
5500027628;598 СМ Загрузка данных (энергоресурсы, п;В разработке ЧТЗ;ERP_KFSCH;08.02.2021;30.12.2021;07.06.2021;28.04.2022;325
5500027629;599 СМ Формирование мат.баланса ежедневн;В разработке ЧТЗ;ERP_KFSCH;08.02.2021;30.03.2022;07.06.2021;27.07.2022;415
5500027630;600 СМ Выгрузка данных (ресур.специф. и;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027631;497 СМ Включение счетов-фактур, поступив;В работе;ERP_KFSCH;08.02.2021;30.01.2022;26.05.2021;17.05.2022;356
5500027632;595 СМ обеспечить передачу информации из;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;12.01.2022;14.05.2021;12.01.2022;242
5500027633;596 СМ Обеспечить передачу информации из;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;12.01.2022;14.05.2021;12.01.2022;242
5500027634;597 СМ печатные формы по резерва по сомн;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027635;586 СМ Интеграция WMS - 2 очередь;В разработке ЧТЗ;ERP_KFSCH;08.02.2021;31.03.2022;07.06.2021;28.07.2022;416
5500027636;601 СМ МТО_Требуется реализовать автомат;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;30.06.2021;14.05.2021;30.06.2021;46
5500027637;602 СМ Интеграция 1С:ERP <-> АСУЗ (Догов;Приемка Сервис Менеджером;ERP_KFSCH;08.02.2021;29.12.2021;22.05.2021;07.04.2022;320
5500027638;603СМ Расчет цены без НДС в «Заявка на п;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027639;604 СМ МТО_Требуется реализовать создани;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;14.01.2022;14.05.2021;14.01.2022;244
5500027640;587 СМ Акциз на нефтяное сырье;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027641;588 СМ Автоматизировать подтверждение фа;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027642;589 СМ Автоматизировать подтверждения фа;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027643;590СМ Автоматизация формирования налогов;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027644;591 СМ Автоматизировать формирование нал;В ожидании акта от подрядчика;ERP_KFSCH;08.02.2021;31.08.2021;14.05.2021;31.08.2021;108
5500027645;592СМ Перечень заявлений о ввозе.;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027646;593 СМ Реестр по таможенным декларациям;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027647;594 СМ Реестр по таможенным декларациям;Отклонен;ERP_KFSCH;08.02.2021;-;;;-
5500027648;Создание фильтров в отчетах Lumira;Закрыт;AO_MTO;08.02.2021;-;;;-
5500027649;Требуется исправить ошибку вследствие ко;Закрыт;SAPFIR;08.02.2021;-;;;-
5500027650;Автоматическое формирование заданий на п;В работе;SAP_HR;08.02.2021;31.12.2021;25.07.2021;16.06.2022;326
5500027651;Разработать справочника «Виды работ на с;Отклонен;ASU_NPKHIM;08.02.2021;-;;;-
5500027654;Расширение символов в транзакции ZINMM11;Закрыт;OFERTA;09.02.2021;-;;;-
5500027655;Доработка функционала по актированию в S;Оценка объема работ;TORO_NPZ;09.02.2021;31.12.2021;10.09.2021;27.07.2022;320
5500027656;Интеграция справочников ПБ системы QlikV;В разработке ЧТЗ;KSU_NSI;09.02.2021;09.03.2021;18.10.2021;15.11.2021;28
5500027657;Улучшение процесса Претензий и Благодарн;Закрыт;KSUIT;09.02.2021;-;;;-
5500027658;Заполнение полей «Фактическое начало» и;Закрыт;KSUIT;09.02.2021;-;;;-
5500027659;Обновление процесса распределения расход;Закрыт;ASBULOGIST;10.02.2021;-;;;-
5500027660;Формирование паспортов качества на товар;Отклонен;UPP_BM;10.02.2021;-;;;-
5500027661;Доработка дэшборда по KPI SoD;Закрыт;SK_FO;08.02.2021;-;;;-
5500027662;Создание ролей для работы в АС «Планиров;Отклонен;AS_PLANZAK;08.02.2021;-;;;-
5500027663;Доработка функционала в системах SAP САП;Закрыт;SAPFIR;09.02.2021;-;;;-
5500027664;Передача справочников из КСУ НСИ ПД (ЕСС;Отклонен;KSHD;09.02.2021;-;;;-
5500027665;Перенос данных по физлицам при миграции;Закрыт;ZUP;09.02.2021;-;;;-
5500027666;Интеграция 1С НСИ Upstream, КЛАД платфор;Отклонен;KSU_NSI;09.02.2021;-;;;-
5500027667;Интеграция 1С НСИ Upstream, ЭРА-Ремонты;Отклонен;KSHD;09.02.2021;-;;;-
5500027668;Интеграция 1С НСИ Upstream, УППРЭ;В ожидании акта от подрядчика;UPPRE_BRD;09.02.2021;20.01.2022;30.08.2021;20.01.2022;143
5500027669;Интеграция 1С НСИ Upstream, САПФИР (SAP;Отклонен;KSHD;09.02.2021;-;;;-
5500027670;Интеграция 1С НСИ Upstream, ОТМ;Отклонен;KSHD;09.02.2021;-;;;-
5500027671;Передача информации об информационных си;В ожидании акта от подрядчика;KSHD;09.02.2021;27.12.2021;17.09.2021;27.12.2021;101
5500027672;Передача справочников из 1С КСУ НСИ (ЕСМ;В работе;KSHD;09.02.2021;28.01.2022;29.09.2021;17.09.2022;353
5500027673;Настроить печать счет-фактуры вида YF2,Y;Закрыт;SAPFIR;09.02.2021;-;;;-
5500027675;Расширение атрибутного состава КЕ в КСУИ;Приемка Сервис Менеджером;ESIS;09.02.2021;29.12.2021;16.07.2021;31.05.2022;319
5500027677;Обновление портала ООО «Газпромнефть-Хан;В ожидании акта от подрядчика;PO_GPNHATS;10.02.2021;28.03.2022;09.07.2021;28.03.2022;261
5500027678;Интеграция 1С НСИ Upstream, ИСДР;Отклонен;KSU_NSI;10.02.2021;-;;;-
5500027679;Обновление рег.отчета Налоговый расчет о;В ожидании акта от подрядчика;UPP_MB;10.02.2021;28.02.2022;04.09.2021;28.02.2022;176
5500027680;Доработка документа Начисление налогов (;Согласование ЧТЗ Инициатором;UPP_MB;10.02.2021;17.12.2021;28.09.2021;04.08.2022;310
5500027681;Создание просмотровой роли для сотрудник;Закрыт;SAP_HR;10.02.2021;-;;;-
5500027682;Напоминания о необходимости оценки обращ;Закрыт;KSUIT;10.02.2021;-;;;-
5500027684;Развитие функциональности/обновление реш;Закрыт;WEBSITEPOZ;10.02.2021;-;;;-
5500027685;Создание отчета в системе GRС для просмо;Отклонен;SYSTEM_AUT;10.02.2021;-;;;-
5500027686;605 НСИ: Доработка правил обмена с КСУ Н;В работе;KSU_NSI;11.02.2021;24.12.2021;08.10.2021;20.08.2022;316
5500027687;Интеграция 1С НСИ Upstream, ИСДР;Отклонен;KSHD;11.02.2021;-;;;-
5500027688;608 Заполнение субконто 3 на счете 76.17;В ожидании акта от подрядчика;ERP_KFSCH;11.02.2021;28.01.2022;17.05.2021;28.01.2022;255
